transaction_id,account_id,customer_id,booking_date,direction,amount,currency,counterparty_id,counterparty_name,category,running_balance,synthetic_flag
TXN-00024-0097,ACC-00024,CUS-00024,2026-05-02,IN,111593000,VND,CP-00266,DOI TAC MOCK 266,SALES_RECEIPT,-88090000,True
TXN-00024-0098,ACC-00024,CUS-00024,2026-05-03,IN,14305000,VND,CP-00267,DOI TAC MOCK 267,SALES_RECEIPT,-73785000,True
TXN-00024-0099,ACC-00024,CUS-00024,2026-05-04,OUT,84557000,VND,CP-00268,DOI TAC MOCK 268,OPERATING_PAYMENT,-158342000,True
TXN-00024-0100,ACC-00024,CUS-00024,2026-05-05,IN,12500000,VND,CP-00269,DOI TAC MOCK 269,SALES_RECEIPT,-145842000,True
TXN-00024-0101,ACC-00024,CUS-00024,2026-05-06,IN,40869000,VND,CP-00270,DOI TAC MOCK 270,SALES_RECEIPT,-104973000,True
TXN-00024-0102,ACC-00024,CUS-00024,2026-05-07,OUT,128395000,VND,CP-00271,DOI TAC MOCK 271,OPERATING_PAYMENT,-233368000,True
TXN-00024-0103,ACC-00024,CUS-00024,2026-05-08,IN,11324000,VND,CP-00272,DOI TAC MOCK 272,SALES_RECEIPT,-222044000,True
TXN-00024-0104,ACC-00024,CUS-00024,2026-05-09,IN,60998000,VND,CP-00273,DOI TAC MOCK 273,SALES_RECEIPT,-161046000,True
TXN-00024-0105,ACC-00024,CUS-00024,2026-05-10,OUT,97827000,VND,CP-00274,DOI TAC MOCK 274,OPERATING_PAYMENT,-258873000,True
TXN-00024-0106,ACC-00024,CUS-00024,2026-05-11,IN,21377000,VND,CP-00275,DOI TAC MOCK 275,SALES_RECEIPT,-237496000,True
TXN-00024-0107,ACC-00024,CUS-00024,2026-05-12,IN,132807000,VND,CP-00276,DOI TAC MOCK 276,SALES_RECEIPT,-104689000,True
TXN-00024-0108,ACC-00024,CUS-00024,2026-05-13,OUT,129483000,VND,CP-00277,DOI TAC MOCK 277,OPERATING_PAYMENT,-234172000,True
TXN-00024-0109,ACC-00024,CUS-00024,2026-05-14,IN,13454000,VND,CP-00278,DOI TAC MOCK 278,SALES_RECEIPT,-220718000,True
TXN-00024-0110,ACC-00024,CUS-00024,2026-05-15,IN,66115000,VND,CP-00279,DOI TAC MOCK 279,SALES_RECEIPT,-154603000,True
TXN-00024-0111,ACC-00024,CUS-00024,2026-05-16,OUT,128943000,VND,CP-00280,DOI TAC MOCK 280,OPERATING_PAYMENT,-283546000,True
TXN-00024-0112,ACC-00024,CUS-00024,2026-05-17,IN,110696000,VND,CP-00281,DOI TAC MOCK 281,SALES_RECEIPT,-172850000,True
TXN-00024-0113,ACC-00024,CUS-00024,2026-05-18,IN,125061000,VND,CP-00282,DOI TAC MOCK 282,SALES_RECEIPT,-47789000,True
TXN-00024-0114,ACC-00024,CUS-00024,2026-05-19,OUT,17942000,VND,CP-00283,DOI TAC MOCK 283,OPERATING_PAYMENT,-65731000,True
TXN-00024-0115,ACC-00024,CUS-00024,2026-05-20,IN,113783000,VND,CP-00284,DOI TAC MOCK 284,SALES_RECEIPT,48052000,True
TXN-00024-0116,ACC-00024,CUS-00024,2026-05-21,IN,127853000,VND,CP-00285,DOI TAC MOCK 285,SALES_RECEIPT,175905000,True
TXN-00024-0117,ACC-00024,CUS-00024,2026-05-22,OUT,75197000,VND,CP-00286,DOI TAC MOCK 286,OPERATING_PAYMENT,100708000,True
TXN-00024-0118,ACC-00024,CUS-00024,2026-05-23,IN,133532000,VND,CP-00287,DOI TAC MOCK 287,SALES_RECEIPT,234240000,True
TXN-00024-0119,ACC-00024,CUS-00024,2026-05-24,IN,118367000,VND,CP-00288,DOI TAC MOCK 288,SALES_RECEIPT,352607000,True
TXN-00024-0120,ACC-00024,CUS-00024,2026-05-25,OUT,18564000,VND,CP-00289,DOI TAC MOCK 289,OPERATING_PAYMENT,334043000,True
TXN-00024-0121,ACC-00024,CUS-00024,2026-05-26,IN,63244000,VND,CP-00290,DOI TAC MOCK 290,SALES_RECEIPT,397287000,True
TXN-00024-0122,ACC-00024,CUS-00024,2026-05-27,IN,41423000,VND,CP-00291,DOI TAC MOCK 291,SALES_RECEIPT,438710000,True
TXN-00024-0123,ACC-00024,CUS-00024,2026-05-28,OUT,84178000,VND,CP-00292,DOI TAC MOCK 292,OPERATING_PAYMENT,354532000,True
TXN-00024-0124,ACC-00024,CUS-00024,2026-05-29,IN,147454000,VND,CP-00293,DOI TAC MOCK 293,SALES_RECEIPT,501986000,True
TXN-00024-0125,ACC-00024,CUS-00024,2026-05-30,IN,108745000,VND,CP-00294,DOI TAC MOCK 294,SALES_RECEIPT,610731000,True
TXN-00024-0126,ACC-00024,CUS-00024,2026-05-31,OUT,64938000,VND,CP-00295,DOI TAC MOCK 295,OPERATING_PAYMENT,545793000,True
TXN-00024-0127,ACC-00024,CUS-00024,2026-06-01,IN,133893000,VND,CP-00296,DOI TAC MOCK 296,SALES_RECEIPT,679686000,True
TXN-00024-0128,ACC-00024,CUS-00024,2026-06-02,IN,19348000,VND,CP-00297,DOI TAC MOCK 297,SALES_RECEIPT,699034000,True
TXN-00024-0129,ACC-00024,CUS-00024,2026-06-03,OUT,22168000,VND,CP-00298,DOI TAC MOCK 298,OPERATING_PAYMENT,676866000,True
TXN-00024-0130,ACC-00024,CUS-00024,2026-06-04,IN,146009000,VND,CP-00299,DOI TAC MOCK 299,SALES_RECEIPT,822875000,True
TXN-00024-0131,ACC-00024,CUS-00024,2026-06-05,IN,51311000,VND,CP-00300,DOI TAC MOCK 300,SALES_RECEIPT,874186000,True
TXN-00024-0132,ACC-00024,CUS-00024,2026-06-06,OUT,15681000,VND,CP-00301,DOI TAC MOCK 301,OPERATING_PAYMENT,858505000,True
TXN-00024-0133,ACC-00024,CUS-00024,2026-06-07,IN,112072000,VND,CP-00302,DOI TAC MOCK 302,SALES_RECEIPT,970577000,True
TXN-00024-0134,ACC-00024,CUS-00024,2026-06-08,IN,123721000,VND,CP-00303,DOI TAC MOCK 303,SALES_RECEIPT,1094298000,True
TXN-00024-0135,ACC-00024,CUS-00024,2026-06-09,OUT,112169000,VND,CP-00304,DOI TAC MOCK 304,OPERATING_PAYMENT,982129000,True
TXN-00024-0136,ACC-00024,CUS-00024,2026-06-10,IN,132895000,VND,CP-00305,DOI TAC MOCK 305,SALES_RECEIPT,1115024000,True
TXN-00024-0137,ACC-00024,CUS-00024,2026-06-11,IN,42066000,VND,CP-00306,DOI TAC MOCK 306,SALES_RECEIPT,1157090000,True
TXN-00024-0138,ACC-00024,CUS-00024,2026-06-12,OUT,92513000,VND,CP-00307,DOI TAC MOCK 307,OPERATING_PAYMENT,1064577000,True
TXN-00024-0139,ACC-00024,CUS-00024,2026-06-13,IN,126634000,VND,CP-00308,DOI TAC MOCK 308,SALES_RECEIPT,1191211000,True
TXN-00024-0140,ACC-00024,CUS-00024,2026-06-14,IN,132204000,VND,CP-00309,DOI TAC MOCK 309,SALES_RECEIPT,1323415000,True
TXN-00024-0141,ACC-00024,CUS-00024,2026-06-15,OUT,29955000,VND,CP-00310,DOI TAC MOCK 310,OPERATING_PAYMENT,1293460000,True
TXN-00024-0142,ACC-00024,CUS-00024,2026-06-16,IN,94604000,VND,CP-00311,DOI TAC MOCK 311,SALES_RECEIPT,1388064000,True
TXN-00024-0143,ACC-00024,CUS-00024,2026-06-17,IN,27085000,VND,CP-00312,DOI TAC MOCK 312,SALES_RECEIPT,1415149000,True
TXN-00024-0144,ACC-00024,CUS-00024,2026-06-18,OUT,137712000,VND,CP-00313,DOI TAC MOCK 313,OPERATING_PAYMENT,1277437000,True
TXN-00024-0145,ACC-00024,CUS-00024,2026-06-19,IN,65275000,VND,CP-00314,DOI TAC MOCK 314,SALES_RECEIPT,1342712000,True
TXN-00024-0146,ACC-00024,CUS-00024,2026-06-20,IN,120355000,VND,CP-00315,DOI TAC MOCK 315,SALES_RECEIPT,1463067000,True
TXN-00024-0147,ACC-00024,CUS-00024,2026-06-21,OUT,112404000,VND,CP-00316,DOI TAC MOCK 316,OPERATING_PAYMENT,1350663000,True
TXN-00024-0148,ACC-00024,CUS-00024,2026-06-22,IN,110545000,VND,CP-00317,DOI TAC MOCK 317,SALES_RECEIPT,1461208000,True
TXN-00024-0149,ACC-00024,CUS-00024,2026-06-23,IN,137086000,VND,CP-00318,DOI TAC MOCK 318,SALES_RECEIPT,1598294000,True
TXN-00024-0150,ACC-00024,CUS-00024,2026-06-24,OUT,42547000,VND,CP-00319,DOI TAC MOCK 319,OPERATING_PAYMENT,1555747000,True
TXN-00024-0151,ACC-00024,CUS-00024,2026-06-25,IN,47261000,VND,CP-00320,DOI TAC MOCK 320,SALES_RECEIPT,1603008000,True
TXN-00024-0152,ACC-00024,CUS-00024,2026-06-26,IN,41026000,VND,CP-00321,DOI TAC MOCK 321,SALES_RECEIPT,1644034000,True
TXN-00024-0153,ACC-00024,CUS-00024,2026-06-27,OUT,111632000,VND,CP-00322,DOI TAC MOCK 322,OPERATING_PAYMENT,1532402000,True
TXN-00024-0154,ACC-00024,CUS-00024,2026-06-28,IN,136209000,VND,CP-00323,DOI TAC MOCK 323,SALES_RECEIPT,1668611000,True
TXN-00024-0155,ACC-00024,CUS-00024,2026-06-29,IN,155033000,VND,CP-00324,DOI TAC MOCK 324,SALES_RECEIPT,1823644000,True
TXN-00024-0156,ACC-00024,CUS-00024,2026-06-30,IN,2479630000,VND,CP-SETTLEMENT,DOI TAC MOCK SETTLEMENT,SETTLEMENT_ADJUSTMENT,4303274000,True
TXN-00025-0001,ACC-00025,CUS-00025,2026-01-09,IN,14836000,VND,CP-00177,DOI TAC MOCK 177,SALES_RECEIPT,-3193292000,True
TXN-00025-0002,ACC-00025,CUS-00025,2026-01-10,IN,63515000,VND,CP-00178,DOI TAC MOCK 178,SALES_RECEIPT,-3129777000,True
TXN-00025-0003,ACC-00025,CUS-00025,2026-01-11,OUT,144775000,VND,CP-00179,DOI TAC MOCK 179,OPERATING_PAYMENT,-3274552000,True
TXN-00025-0004,ACC-00025,CUS-00025,2026-01-12,IN,128184000,VND,CP-00180,DOI TAC MOCK 180,SALES_RECEIPT,-3146368000,True
TXN-00025-0005,ACC-00025,CUS-00025,2026-01-13,IN,68483000,VND,CP-00181,DOI TAC MOCK 181,SALES_RECEIPT,-3077885000,True
TXN-00025-0006,ACC-00025,CUS-00025,2026-01-14,OUT,19897000,VND,CP-00182,DOI TAC MOCK 182,OPERATING_PAYMENT,-3097782000,True
TXN-00025-0007,ACC-00025,CUS-00025,2026-01-15,IN,44089000,VND,CP-00183,DOI TAC MOCK 183,SALES_RECEIPT,-3053693000,True
TXN-00025-0008,ACC-00025,CUS-00025,2026-01-16,IN,147108000,VND,CP-00184,DOI TAC MOCK 184,SALES_RECEIPT,-2906585000,True
TXN-00025-0009,ACC-00025,CUS-00025,2026-01-17,OUT,139205000,VND,CP-00185,DOI TAC MOCK 185,OPERATING_PAYMENT,-3045790000,True
TXN-00025-0010,ACC-00025,CUS-00025,2026-01-18,IN,72381000,VND,CP-00186,DOI TAC MOCK 186,SALES_RECEIPT,-2973409000,True
TXN-00025-0011,ACC-00025,CUS-00025,2026-01-19,IN,132384000,VND,CP-00187,DOI TAC MOCK 187,SALES_RECEIPT,-2841025000,True
TXN-00025-0012,ACC-00025,CUS-00025,2026-01-20,OUT,30068000,VND,CP-00188,DOI TAC MOCK 188,OPERATING_PAYMENT,-2871093000,True
TXN-00025-0013,ACC-00025,CUS-00025,2026-01-21,IN,130567000,VND,CP-00189,DOI TAC MOCK 189,SALES_RECEIPT,-2740526000,True
TXN-00025-0014,ACC-00025,CUS-00025,2026-01-22,IN,148457000,VND,CP-00190,DOI TAC MOCK 190,SALES_RECEIPT,-2592069000,True
TXN-00025-0015,ACC-00025,CUS-00025,2026-01-23,OUT,146269000,VND,CP-00191,DOI TAC MOCK 191,OPERATING_PAYMENT,-2738338000,True
TXN-00025-0016,ACC-00025,CUS-00025,2026-01-24,IN,36306000,VND,CP-00192,DOI TAC MOCK 192,SALES_RECEIPT,-2702032000,True
TXN-00025-0017,ACC-00025,CUS-00025,2026-01-25,IN,45955000,VND,CP-00193,DOI TAC MOCK 193,SALES_RECEIPT,-2656077000,True
TXN-00025-0018,ACC-00025,CUS-00025,2026-01-26,OUT,46781000,VND,CP-00194,DOI TAC MOCK 194,OPERATING_PAYMENT,-2702858000,True
TXN-00025-0019,ACC-00025,CUS-00025,2026-01-27,IN,5691000,VND,CP-00195,DOI TAC MOCK 195,SALES_RECEIPT,-2697167000,True
TXN-00025-0020,ACC-00025,CUS-00025,2026-01-28,IN,155771000,VND,CP-00196,DOI TAC MOCK 196,SALES_RECEIPT,-2541396000,True
TXN-00025-0021,ACC-00025,CUS-00025,2026-01-29,OUT,95583000,VND,CP-00197,DOI TAC MOCK 197,OPERATING_PAYMENT,-2636979000,True
TXN-00025-0022,ACC-00025,CUS-00025,2026-01-30,IN,123940000,VND,CP-00198,DOI TAC MOCK 198,SALES_RECEIPT,-2513039000,True
TXN-00025-0023,ACC-00025,CUS-00025,2026-01-31,IN,53157000,VND,CP-00199,DOI TAC MOCK 199,SALES_RECEIPT,-2459882000,True
TXN-00025-0024,ACC-00025,CUS-00025,2026-02-01,OUT,30563000,VND,CP-00200,DOI TAC MOCK 200,OPERATING_PAYMENT,-2490445000,True
TXN-00025-0025,ACC-00025,CUS-00025,2026-02-02,IN,125576000,VND,CP-00201,DOI TAC MOCK 201,SALES_RECEIPT,-2364869000,True
TXN-00025-0026,ACC-00025,CUS-00025,2026-02-03,IN,149139000,VND,CP-00202,DOI TAC MOCK 202,SALES_RECEIPT,-2215730000,True
TXN-00025-0027,ACC-00025,CUS-00025,2026-02-04,OUT,125744000,VND,CP-00203,DOI TAC MOCK 203,OPERATING_PAYMENT,-2341474000,True
TXN-00025-0028,ACC-00025,CUS-00025,2026-02-05,IN,20937000,VND,CP-00204,DOI TAC MOCK 204,SALES_RECEIPT,-2320537000,True
TXN-00025-0029,ACC-00025,CUS-00025,2026-02-06,IN,81595000,VND,CP-00205,DOI TAC MOCK 205,SALES_RECEIPT,-2238942000,True
TXN-00025-0030,ACC-00025,CUS-00025,2026-02-07,OUT,111193000,VND,CP-00206,DOI TAC MOCK 206,OPERATING_PAYMENT,-2350135000,True
TXN-00025-0031,ACC-00025,CUS-00025,2026-02-08,IN,97803000,VND,CP-00207,DOI TAC MOCK 207,SALES_RECEIPT,-2252332000,True
TXN-00025-0032,ACC-00025,CUS-00025,2026-02-09,IN,155990000,VND,CP-00208,DOI TAC MOCK 208,SALES_RECEIPT,-2096342000,True
TXN-00025-0033,ACC-00025,CUS-00025,2026-02-10,OUT,77436000,VND,CP-00209,DOI TAC MOCK 209,OPERATING_PAYMENT,-2173778000,True
TXN-00025-0034,ACC-00025,CUS-00025,2026-02-11,IN,101397000,VND,CP-00210,DOI TAC MOCK 210,SALES_RECEIPT,-2072381000,True
TXN-00025-0035,ACC-00025,CUS-00025,2026-02-12,IN,28325000,VND,CP-00211,DOI TAC MOCK 211,SALES_RECEIPT,-2044056000,True
TXN-00025-0036,ACC-00025,CUS-00025,2026-02-13,OUT,137060000,VND,CP-00212,DOI TAC MOCK 212,OPERATING_PAYMENT,-2181116000,True
TXN-00025-0037,ACC-00025,CUS-00025,2026-02-14,IN,64418000,VND,CP-00213,DOI TAC MOCK 213,SALES_RECEIPT,-2116698000,True
TXN-00025-0038,ACC-00025,CUS-00025,2026-02-15,IN,146785000,VND,CP-00214,DOI TAC MOCK 214,SALES_RECEIPT,-1969913000,True
TXN-00025-0039,ACC-00025,CUS-00025,2026-02-16,OUT,139337000,VND,CP-00215,DOI TAC MOCK 215,OPERATING_PAYMENT,-2109250000,True
TXN-00025-0040,ACC-00025,CUS-00025,2026-02-17,IN,66103000,VND,CP-00216,DOI TAC MOCK 216,SALES_RECEIPT,-2043147000,True
TXN-00025-0041,ACC-00025,CUS-00025,2026-02-18,IN,125508000,VND,CP-00217,DOI TAC MOCK 217,SALES_RECEIPT,-1917639000,True
TXN-00025-0042,ACC-00025,CUS-00025,2026-02-19,OUT,64050000,VND,CP-00218,DOI TAC MOCK 218,OPERATING_PAYMENT,-1981689000,True
TXN-00025-0043,ACC-00025,CUS-00025,2026-02-20,IN,33261000,VND,CP-00219,DOI TAC MOCK 219,SALES_RECEIPT,-1948428000,True
TXN-00025-0044,ACC-00025,CUS-00025,2026-02-21,IN,86676000,VND,CP-00220,DOI TAC MOCK 220,SALES_RECEIPT,-1861752000,True
TXN-00025-0045,ACC-00025,CUS-00025,2026-02-22,OUT,61450000,VND,CP-00221,DOI TAC MOCK 221,OPERATING_PAYMENT,-1923202000,True
TXN-00025-0046,ACC-00025,CUS-00025,2026-02-23,IN,85641000,VND,CP-00222,DOI TAC MOCK 222,SALES_RECEIPT,-1837561000,True
TXN-00025-0047,ACC-00025,CUS-00025,2026-02-24,IN,151523000,VND,CP-00223,DOI TAC MOCK 223,SALES_RECEIPT,-1686038000,True
TXN-00025-0048,ACC-00025,CUS-00025,2026-02-25,OUT,62501000,VND,CP-00224,DOI TAC MOCK 224,OPERATING_PAYMENT,-1748539000,True
TXN-00025-0049,ACC-00025,CUS-00025,2026-02-26,IN,131610000,VND,CP-00225,DOI TAC MOCK 225,SALES_RECEIPT,-1616929000,True
TXN-00025-0050,ACC-00025,CUS-00025,2026-02-27,IN,30071000,VND,CP-00226,DOI TAC MOCK 226,SALES_RECEIPT,-1586858000,True
TXN-00025-0051,ACC-00025,CUS-00025,2026-02-28,OUT,66682000,VND,CP-00227,DOI TAC MOCK 227,OPERATING_PAYMENT,-1653540000,True
TXN-00025-0052,ACC-00025,CUS-00025,2026-03-01,IN,56377000,VND,CP-00228,DOI TAC MOCK 228,SALES_RECEIPT,-1597163000,True
TXN-00025-0053,ACC-00025,CUS-00025,2026-03-02,IN,128040000,VND,CP-00229,DOI TAC MOCK 229,SALES_RECEIPT,-1469123000,True
TXN-00025-0054,ACC-00025,CUS-00025,2026-03-03,OUT,109220000,VND,CP-00230,DOI TAC MOCK 230,OPERATING_PAYMENT,-1578343000,True
TXN-00025-0055,ACC-00025,CUS-00025,2026-03-04,IN,127419000,VND,CP-00231,DOI TAC MOCK 231,SALES_RECEIPT,-1450924000,True
TXN-00025-0056,ACC-00025,CUS-00025,2026-03-05,IN,147589000,VND,CP-00232,DOI TAC MOCK 232,SALES_RECEIPT,-1303335000,True
TXN-00025-0057,ACC-00025,CUS-00025,2026-03-06,OUT,89691000,VND,CP-00233,DOI TAC MOCK 233,OPERATING_PAYMENT,-1393026000,True
TXN-00025-0058,ACC-00025,CUS-00025,2026-03-07,IN,8333000,VND,CP-00234,DOI TAC MOCK 234,SALES_RECEIPT,-1384693000,True
TXN-00025-0059,ACC-00025,CUS-00025,2026-03-08,IN,149498000,VND,CP-00235,DOI TAC MOCK 235,SALES_RECEIPT,-1235195000,True
TXN-00025-0060,ACC-00025,CUS-00025,2026-03-09,OUT,11780000,VND,CP-00236,DOI TAC MOCK 236,OPERATING_PAYMENT,-1246975000,True
TXN-00025-0061,ACC-00025,CUS-00025,2026-03-10,IN,124879000,VND,CP-00237,DOI TAC MOCK 237,SALES_RECEIPT,-1122096000,True
TXN-00025-0062,ACC-00025,CUS-00025,2026-03-11,IN,26133000,VND,CP-00238,DOI TAC MOCK 238,SALES_RECEIPT,-1095963000,True
TXN-00025-0063,ACC-00025,CUS-00025,2026-03-12,OUT,110572000,VND,CP-00239,DOI TAC MOCK 239,OPERATING_PAYMENT,-1206535000,True
TXN-00025-0064,ACC-00025,CUS-00025,2026-03-13,IN,65237000,VND,CP-00240,DOI TAC MOCK 240,SALES_RECEIPT,-1141298000,True
TXN-00025-0065,ACC-00025,CUS-00025,2026-03-14,IN,79240000,VND,CP-00241,DOI TAC MOCK 241,SALES_RECEIPT,-1062058000,True
TXN-00025-0066,ACC-00025,CUS-00025,2026-03-15,OUT,16063000,VND,CP-00242,DOI TAC MOCK 242,OPERATING_PAYMENT,-1078121000,True
TXN-00025-0067,ACC-00025,CUS-00025,2026-03-16,IN,50859000,VND,CP-00243,DOI TAC MOCK 243,SALES_RECEIPT,-1027262000,True
TXN-00025-0068,ACC-00025,CUS-00025,2026-03-17,IN,101334000,VND,CP-00244,DOI TAC MOCK 244,SALES_RECEIPT,-925928000,True
TXN-00025-0069,ACC-00025,CUS-00025,2026-03-18,OUT,34394000,VND,CP-00245,DOI TAC MOCK 245,OPERATING_PAYMENT,-960322000,True
TXN-00025-0070,ACC-00025,CUS-00025,2026-03-19,IN,58211000,VND,CP-00246,DOI TAC MOCK 246,SALES_RECEIPT,-902111000,True
TXN-00025-0071,ACC-00025,CUS-00025,2026-03-20,IN,11733000,VND,CP-00247,DOI TAC MOCK 247,SALES_RECEIPT,-890378000,True
TXN-00025-0072,ACC-00025,CUS-00025,2026-03-21,OUT,97558000,VND,CP-00248,DOI TAC MOCK 248,OPERATING_PAYMENT,-987936000,True
TXN-00025-0073,ACC-00025,CUS-00025,2026-03-22,IN,140655000,VND,CP-00249,DOI TAC MOCK 249,SALES_RECEIPT,-847281000,True
TXN-00025-0074,ACC-00025,CUS-00025,2026-03-23,IN,16127000,VND,CP-00250,DOI TAC MOCK 250,SALES_RECEIPT,-831154000,True
TXN-00025-0075,ACC-00025,CUS-00025,2026-03-24,OUT,102266000,VND,CP-00251,DOI TAC MOCK 251,OPERATING_PAYMENT,-933420000,True
TXN-00025-0076,ACC-00025,CUS-00025,2026-03-25,IN,81244000,VND,CP-00252,DOI TAC MOCK 252,SALES_RECEIPT,-852176000,True
TXN-00025-0077,ACC-00025,CUS-00025,2026-03-26,IN,14106000,VND,CP-00253,DOI TAC MOCK 253,SALES_RECEIPT,-838070000,True
TXN-00025-0078,ACC-00025,CUS-00025,2026-03-27,OUT,112649000,VND,CP-00254,DOI TAC MOCK 254,OPERATING_PAYMENT,-950719000,True
TXN-00025-0079,ACC-00025,CUS-00025,2026-03-28,IN,33496000,VND,CP-00255,DOI TAC MOCK 255,SALES_RECEIPT,-917223000,True
TXN-00025-0080,ACC-00025,CUS-00025,2026-03-29,IN,18001000,VND,CP-00256,DOI TAC MOCK 256,SALES_RECEIPT,-899222000,True
TXN-00025-0081,ACC-00025,CUS-00025,2026-03-30,OUT,122803000,VND,CP-00257,DOI TAC MOCK 257,OPERATING_PAYMENT,-1022025000,True
TXN-00025-0082,ACC-00025,CUS-00025,2026-03-31,IN,53283000,VND,CP-00258,DOI TAC MOCK 258,SALES_RECEIPT,-968742000,True
TXN-00025-0083,ACC-00025,CUS-00025,2026-04-01,IN,128711000,VND,CP-00259,DOI TAC MOCK 259,SALES_RECEIPT,-840031000,True
TXN-00025-0084,ACC-00025,CUS-00025,2026-04-02,OUT,138005000,VND,CP-00260,DOI TAC MOCK 260,OPERATING_PAYMENT,-978036000,True
TXN-00025-0085,ACC-00025,CUS-00025,2026-04-03,IN,97555000,VND,CP-00261,DOI TAC MOCK 261,SALES_RECEIPT,-880481000,True
TXN-00025-0086,ACC-00025,CUS-00025,2026-04-04,IN,113222000,VND,CP-00262,DOI TAC MOCK 262,SALES_RECEIPT,-767259000,True
TXN-00025-0087,ACC-00025,CUS-00025,2026-04-05,OUT,151057000,VND,CP-00263,DOI TAC MOCK 263,OPERATING_PAYMENT,-918316000,True
TXN-00025-0088,ACC-00025,CUS-00025,2026-04-06,IN,136695000,VND,CP-00264,DOI TAC MOCK 264,SALES_RECEIPT,-781621000,True
TXN-00025-0089,ACC-00025,CUS-00025,2026-04-07,IN,58201000,VND,CP-00265,DOI TAC MOCK 265,SALES_RECEIPT,-723420000,True
TXN-00025-0090,ACC-00025,CUS-00025,2026-04-08,OUT,51473000,VND,CP-00266,DOI TAC MOCK 266,OPERATING_PAYMENT,-774893000,True
TXN-00025-0091,ACC-00025,CUS-00025,2026-04-09,IN,31398000,VND,CP-00267,DOI TAC MOCK 267,SALES_RECEIPT,-743495000,True
TXN-00025-0092,ACC-00025,CUS-00025,2026-04-10,IN,13340000,VND,CP-00268,DOI TAC MOCK 268,SALES_RECEIPT,-730155000,True
TXN-00025-0093,ACC-00025,CUS-00025,2026-04-11,OUT,103808000,VND,CP-00269,DOI TAC MOCK 269,OPERATING_PAYMENT,-833963000,True
TXN-00025-0094,ACC-00025,CUS-00025,2026-04-12,IN,144937000,VND,CP-00270,DOI TAC MOCK 270,SALES_RECEIPT,-689026000,True
TXN-00025-0095,ACC-00025,CUS-00025,2026-04-13,IN,7674000,VND,CP-00271,DOI TAC MOCK 271,SALES_RECEIPT,-681352000,True
TXN-00025-0096,ACC-00025,CUS-00025,2026-04-14,OUT,116649000,VND,CP-00272,DOI TAC MOCK 272,OPERATING_PAYMENT,-798001000,True
TXN-00025-0097,ACC-00025,CUS-00025,2026-04-15,IN,114201000,VND,CP-00273,DOI TAC MOCK 273,SALES_RECEIPT,-683800000,True
TXN-00025-0098,ACC-00025,CUS-00025,2026-04-16,IN,14172000,VND,CP-00274,DOI TAC MOCK 274,SALES_RECEIPT,-669628000,True
TXN-00025-0099,ACC-00025,CUS-00025,2026-04-17,OUT,101779000,VND,CP-00275,DOI TAC MOCK 275,OPERATING_PAYMENT,-771407000,True
TXN-00025-0100,ACC-00025,CUS-00025,2026-04-18,IN,91530000,VND,CP-00276,DOI TAC MOCK 276,SALES_RECEIPT,-679877000,True
TXN-00025-0101,ACC-00025,CUS-00025,2026-04-19,IN,88715000,VND,CP-00277,DOI TAC MOCK 277,SALES_RECEIPT,-591162000,True
TXN-00025-0102,ACC-00025,CUS-00025,2026-04-20,OUT,109766000,VND,CP-00278,DOI TAC MOCK 278,OPERATING_PAYMENT,-700928000,True
TXN-00025-0103,ACC-00025,CUS-00025,2026-04-21,IN,53948000,VND,CP-00279,DOI TAC MOCK 279,SALES_RECEIPT,-646980000,True
TXN-00025-0104,ACC-00025,CUS-00025,2026-04-22,IN,96531000,VND,CP-00280,DOI TAC MOCK 280,SALES_RECEIPT,-550449000,True
TXN-00025-0105,ACC-00025,CUS-00025,2026-04-23,OUT,50747000,VND,CP-00281,DOI TAC MOCK 281,OPERATING_PAYMENT,-601196000,True
TXN-00025-0106,ACC-00025,CUS-00025,2026-04-24,IN,107829000,VND,CP-00282,DOI TAC MOCK 282,SALES_RECEIPT,-493367000,True
TXN-00025-0107,ACC-00025,CUS-00025,2026-04-25,IN,124890000,VND,CP-00283,DOI TAC MOCK 283,SALES_RECEIPT,-368477000,True
TXN-00025-0108,ACC-00025,CUS-00025,2026-04-26,OUT,103972000,VND,CP-00284,DOI TAC MOCK 284,OPERATING_PAYMENT,-472449000,True
TXN-00025-0109,ACC-00025,CUS-00025,2026-04-27,IN,63546000,VND,CP-00285,DOI TAC MOCK 285,SALES_RECEIPT,-408903000,True
TXN-00025-0110,ACC-00025,CUS-00025,2026-04-28,IN,61057000,VND,CP-00286,DOI TAC MOCK 286,SALES_RECEIPT,-347846000,True
TXN-00025-0111,ACC-00025,CUS-00025,2026-04-29,OUT,121383000,VND,CP-00287,DOI TAC MOCK 287,OPERATING_PAYMENT,-469229000,True
TXN-00025-0112,ACC-00025,CUS-00025,2026-04-30,IN,51796000,VND,CP-00288,DOI TAC MOCK 288,SALES_RECEIPT,-417433000,True
TXN-00025-0113,ACC-00025,CUS-00025,2026-05-01,IN,73694000,VND,CP-00289,DOI TAC MOCK 289,SALES_RECEIPT,-343739000,True
TXN-00025-0114,ACC-00025,CUS-00025,2026-05-02,OUT,49834000,VND,CP-00290,DOI TAC MOCK 290,OPERATING_PAYMENT,-393573000,True
TXN-00025-0115,ACC-00025,CUS-00025,2026-05-03,IN,5844000,VND,CP-00291,DOI TAC MOCK 291,SALES_RECEIPT,-387729000,True
